date,CPI_SG,Food_Index_SG,median_income_per_household_member_SG,income_index_SG,Food_Index_US,CPI_US,median_income_per_household_member_US,income_index_US
2012-12-01,130.54263565891472,115.50387596899225,2127.0,172.0873786407767,135.18965517241378,131.95459770114942,20086.614173228347,123.41858672762356
2012-11-01,129.45736434108528,115.34883720930233,2127.0,172.0873786407767,134.90919540229885,132.3109195402299,20086.614173228347,123.41858672762356
2012-10-01,129.30232558139537,115.1937984496124,2127.0,172.0873786407767,134.89540229885057,132.94080459770115,20086.614173228347,123.41858672762356
2012-09-01,129.61240310077517,114.88372093023254,2127.0,172.0873786407767,134.5816091954023,132.9925287356322,20086.614173228347,123.41858672762356
2012-08-01,128.83720930232556,114.88372093023254,2127.0,172.0873786407767,134.4925287356322,132.40172413793104,20086.614173228347,123.41858672762356
2012-07-01,128.06201550387595,114.72868217054263,2127.0,172.0873786407767,134.22816091954022,131.6689655172414,20086.614173228347,123.41858672762356
2012-06-01,127.75193798449612,114.41860465116278,2127.0,172.0873786407767,134.20057471264366,131.88390804597702,20086.614173228347,123.41858672762356
2012-05-01,127.75193798449612,114.26356589147287,2127.0,172.0873786407767,134.05574712643678,132.07758620689654,20086.614173228347,123.41858672762356
2012-04-01,127.44186046511628,114.26356589147287,2127.0,172.0873786407767,133.97471264367817,132.23275862068965,20086.614173228347,123.41858672762356
2012-03-01,126.82170542635659,114.10852713178294,2127.0,172.0873786407767,133.74022988505746,131.83448275862068,20086.614173228347,123.41858672762356
2012-02-01,125.89147286821705,114.10852713178294,2127.0,172.0873786407767,133.59367816091955,130.84080459770115,20086.614173228347,123.41858672762356
2012-01-01,126.20155038759691,114.88372093023254,2127.0,172.0873786407767,133.6545977011494,130.26724137931035,20086.614173228347,123.41858672762356
2011-12-01,125.11627906976744,113.7984496124031,1994.0,161.32686084142395,132.83333333333334,129.69655172413792,19627.450980392157,120.59734110362412
2011-11-01,124.96124031007751,113.33333333333331,1994.0,161.32686084142395,132.5609195402299,130.01724137931035,19627.450980392157,120.59734110362412
2011-10-01,124.34108527131784,113.17829457364341,1994.0,161.32686084142395,132.69252873563218,130.12701149425288,19627.450980392157,120.59734110362412
2011-09-01,123.87596899224806,112.55813953488371,1994.0,161.32686084142395,132.44137931034484,130.39597701149427,19627.450980392157,120.59734110362412
2011-08-01,124.03100775193798,112.40310077519379,1994.0,161.32686084142395,131.89080459770116,130.19827586206895,19627.450980392157,120.59734110362412
2011-07-01,123.10077519379846,112.09302325581395,1994.0,161.32686084142395,131.22011494252874,129.84022988505748,19627.450980392157,120.59734110362412
2011-06-01,121.3953488372093,111.93798449612403,1994.0,161.32686084142395,130.71896551724137,129.72528735632184,19627.450980392157,120.59734110362412
2011-05-01,121.70542635658914,111.47286821705427,1994.0,161.32686084142395,130.50689655172414,129.86436781609194,19627.450980392157,120.59734110362412
2011-04-01,120.93023255813954,111.47286821705427,1994.0,161.32686084142395,130.02758620689656,129.25632183908047,19627.450980392157,120.59734110362412
2011-03-01,120.46511627906978,111.16279069767442,1994.0,161.32686084142395,129.58563218390805,128.4293103448276,19627.450980392157,120.59734110362412
2011-02-01,120.31007751937983,111.16279069767442,1994.0,161.32686084142395,128.75804597701148,127.18908045977011,19627.450980392157,120.59734110362412
2011-01-01,120.46511627906978,110.69767441860466,1994.0,161.32686084142395,128.2528735632184,126.56494252873564,19627.450980392157,120.59734110362412
2010-12-01,118.44961240310079,109.76744186046511,1848.0,149.51456310679612,127.1712643678161,125.96494252873563,19250.0,118.27816146701595
2010-11-01,118.29457364341084,109.45736434108525,1848.0,149.51456310679612,127.00632183908047,125.74885057471265,19250.0,118.27816146701595
2010-10-01,117.984496124031,109.30232558139535,1848.0,149.51456310679612,127.01436781609195,125.69597701149426,19250.0,118.27816146701595
2010-09-01,117.36434108527132,109.14728682170544,1848.0,149.51456310679612,126.77356321839082,125.53965517241379,19250.0,118.27816146701595
2010-08-01,117.36434108527132,108.99224806201549,1848.0,149.51456310679612,126.36609195402299,125.46666666666667,19250.0,118.27816146701595
2010-07-01,116.74418604651162,108.83720930232558,1848.0,149.51456310679612,126.17183908045976,125.29367816091954,19250.0,118.27816146701595
2010-06-01,115.34883720930233,108.52713178294573,1848.0,149.51456310679612,126.18505747126437,125.26724137931035,19250.0,118.27816146701595
2010-05-01,116.43410852713177,108.52713178294573,1848.0,149.51456310679612,126.26034482758621,125.3896551724138,19250.0,118.27816146701595
2010-04-01,115.81395348837209,108.37209302325581,1848.0,149.51456310679612,126.17011494252874,125.29252873563217,19250.0,118.27816146701595
2010-03-01,114.72868217054263,108.21705426356588,1848.0,149.51456310679612,126.07931034482758,125.07528735632184,19250.0,118.27816146701595
2010-02-01,114.57364341085272,108.37209302325581,1848.0,149.51456310679612,125.94252873563218,124.56379310344829,19250.0,118.27816146701595
2010-01-01,114.10852713178294,107.75193798449612,1848.0,149.51456310679612,125.99022988505747,124.53275862068966,19250.0,118.27816146701595
